Threshold	0.5
carjackings	[0.56098916]
1987	[0.29646073]
celebrate	[0.05892047]
recruiting_and_retaining	[0.33457574]
numerous_awards	[0.10785135]
deposit	[0.49491118]
easements	[0.39241956]
root	[0.15052085]
fatal	[0.340853]
displays	[0.4670609]
noncommissioned_officers	[0.21241488]
wep	[0.53318673]
unafraid	[0.77574995]
cherished	[0.07375161]
external	[0.04855451]
115th_congress	[0.43216636]
himars	[0.52073566]
memorial_day_weekend	[0.90830338]
great	[0.0422811]
arthur	[0.12038192]
nuclear_reactors	[0.4432735]
kay	[0.12809896]
sports	[0.04188357]
nora	[0.21246254]
edwards_air_force_base	[0.2718459]
tumultuous	[0.66136727]
billions_of_taxpayer_dollars	[0.30764739]
painful_cuts	[0.73437662]
correspondence	[0.53074971]
buy_american	[0.60045942]
loan_level	[0.3648396]
myself	[0.38692027]
insertion	[0.15847167]
installations	[0.06662401]
chaos	[0.27693265]
classroom	[0.05224423]
1950	[0.18227298]
previous_question	[0.14832377]
manufactured_crisis	[0.82792933]
277	[0.19416721]
weak	[0.21005726]
productive	[0.11206146]
keen	[0.08475159]
crop_insurance	[0.03458214]
christopher_wray	[0.38464848]
descendants	[0.28296472]
domestic_production	[0.21287669]
invade	[0.42717651]
disrepair	[0.43726159]
crude_oil	[0.10443329]
administrative_branch	[0.90976587]
hinojosa	[0.12972472]
terrified	[0.45328944]
analyses	[0.1648107]
marker	[0.36756216]
terrorized	[0.86039062]
emotional	[0.08861055]
whales	[0.46955895]
handled	[0.16969652]
cumberland	[0.09833376]
embodying	[0.43258175]
display	[0.20638131]
criminalizes	[0.54856933]
marge	[0.40901253]
nuclear_stockpile	[0.53222571]
epidemic	[0.11827451]
economic_plan	[0.8143735]
isolationism	[0.88543485]
sacrificed	[0.42246169]
tax_cuts_and_jobs_act	[0.32368462]
threat	[0.03832758]
cases_involving	[0.43891176]
revised_criminal_code_act_of_2022	[0.31127571]
850	[0.55248717]
effective_solutions	[0.73062282]
appropriations_bills	[0.36672336]
native_hawaiians	[0.38518761]
latino	[0.03281006]
west_bank	[0.27075641]
established	[0.02954114]
fourth_largest	[0.13106894]
negligent	[0.65116996]
july_fourth	[0.6925124]
owner_and_operator	[0.05102037]
council_passed	[0.71359584]
unmatched	[0.14273762]
utter	[0.64209466]
syrian	[0.08380136]
gruesome	[0.44300926]
clearance	[0.65655999]
attributes	[0.37399305]
trash	[0.2200424]
fringe	[0.51066775]
bicentennial	[0.16508855]
scif	[0.71044264]
psychiatry	[0.21648832]
loves	[0.12988426]
insight	[0.07817827]
plane_crash	[0.39036998]
undermines	[0.10472539]
bang	[0.67811968]
golfing	[0.59650466]
takano	[0.3554599]
squads	[0.72521446]
trees	[0.04079818]
manipulating	[0.25686287]
oftentimes	[0.32414091]
acute	[0.12407556]
adjust	[0.24773903]
precious	[0.28234266]
northeast_florida	[0.39004301]
call	[0.07782099]
kaiser	[0.49481318]
important_resource	[0.15173521]
format	[0.52548337]
auto	[0.06274282]
triumphs	[0.61261013]
principal	[0.05474319]
grit	[0.39020802]
wic	[0.06083838]
grain	[0.11467066]
vicki	[0.46181285]
persons_of_african_ancestry	[0.92624647]
chat	[0.49524898]
manpower	[0.16761393]
english	[0.06625207]
services	[0.01149417]
collapsing	[0.58988007]
harming	[0.08259677]
literal	[0.60171456]
older_americans	[0.33227132]
statistical	[0.10768037]
big_city	[0.36209133]
thirst	[0.46423126]
calamity	[0.78758527]
disaster_programs	[0.06032471]
fighter_pilot	[0.60774022]
probiotics	[0.38186025]
wedge	[0.52686516]
negative_impact	[0.07595226]
ghost	[0.30425042]
bet	[0.59720529]
extremely_proud	[0.11271207]
clean_air_act	[0.09035741]
financial_management	[0.15995331]
national_youth	[0.14576495]
staying	[0.13537271]
hardware_store	[0.40409838]
lynchburg	[0.13043222]
degraded	[0.35811789]
asbestos	[0.53946687]
marriage_equality	[0.90084341]
certified	[0.03311972]
incredible_team	[0.71873742]
sands	[0.22413712]
suite	[0.11672443]
congressional_caucus	[0.18757489]
increased_costs	[0.13314624]
immigration_law	[0.73797698]
secure_retirement	[0.73263091]
organ	[0.26553657]
destined	[0.67796211]
provide	[0.01414823]
kiss	[0.51924808]
wotus_rule	[0.17679993]
intending	[0.82072102]
armed_carjacking	[0.7289448]
proceed_to_executive_session_to_resume	[0.14054481]
magazines	[0.35760645]
soaring	[0.17349404]
chuck_schumer	[0.75547764]
gallons_of_water	[0.1191134]
pay_raises	[0.33594047]
kenneth	[0.05720043]
shines	[0.40819427]
saul	[0.25972368]
allegany_county	[0.38577114]
detached	[0.86669047]
varies	[0.3231853]
graham	[0.23767439]
administrative_procedure_act	[0.41000931]
unemployed	[0.60729472]
heavily	[0.07177104]
affordable_childcare	[0.17572373]
cutoff	[0.7831562]
assert	[0.40507983]
exhibited	[0.18227052]
doing	[0.15841585]
unmanned	[0.05216399]
response_efforts	[0.2552267]
polarization	[0.6559218]
hydroelectric	[0.14424996]
past	[0.14529635]
repaired	[0.65787577]
lawmaking	[0.74600959]
heavy_equipment	[0.23331323]
401	[0.3488356]
activist	[0.10821359]
national_anthem	[0.70389375]
small_fraction	[0.89833258]
prediabetic	[0.73200078]
undisclosed	[0.13701475]
tracing	[0.14837893]
medical_malpractice	[0.41259137]
southwest_georgia	[0.25094906]
clock	[0.25700176]
cat	[0.42526206]
guidance	[0.06994231]
catastrophic_wildfires	[0.05780118]
treasuries	[0.39370629]
snow	[0.06442168]
ballooned	[0.63485651]
experiment	[0.3632897]
police	[0.07649478]
duty_and_responsibility	[0.78261263]
daughters	[0.18308545]
attentive	[0.76759283]
valles	[0.25558068]
army_national_guard	[0.10356722]
navy_nominations_beginning_with	[0.19047771]
farming_practices	[0.16873272]
mall	[0.2381537]
building_block	[0.44047069]
tampa_bay	[0.10564188]
looming_debt	[0.8814316]
rebellion	[0.7694942]
clearing	[0.40286706]
beautiful	[0.07200297]
col_john	[0.29843631]
reinforced	[0.37155792]
luis_manuel	[0.37264999]
rural_healthcare	[0.53217764]
inflammation	[0.11494098]
therapeutics	[0.27108885]
bending	[0.75407662]
infantry_regiment	[0.28523352]
big_tech	[0.1772711]
evenly	[0.65775774]
roanoke	[0.14755271]
schedule	[0.2656862]
extremely	[0.1324957]
appears	[0.17995188]
555	[0.27838078]
owner	[0.01464687]
substance_abuse	[0.05985999]
medicare_trust_fund	[0.43653665]
union_army	[0.65902712]
authors	[0.35400604]
potential	[0.02179698]
fill	[0.08422476]
massive_cuts	[0.3429825]
equal_justice	[0.27439936]
utmost_respect	[0.51823154]
war	[0.07470322]
nomination_postcloture	[0.24574256]
broadband	[0.03837195]
activists	[0.17559469]
incorporated	[0.02845833]
injustices	[0.50581656]
equipment	[0.02174959]
suburban	[0.17751235]
superintendents_association	[0.07242814]
the_senior_assistant_legislative_clerk	[0.40802238]
construed	[0.27118592]
accumulation	[0.55576194]
icc	[0.32950258]
provoking	[0.86735319]
airplanes	[0.56753362]
happy_retirement	[0.49405718]
trillion_deficit	[0.29802423]
partisanship	[0.78988105]
expired	[0.45849945]
remarks_and_submit_extraneous_material	[0.34132455]
connecticut	[0.0561706]
carve	[0.22283731]
throw	[0.24864175]
muscle	[0.66711682]
raise_money	[0.13107312]
reflect	[0.13256551]
within	[0.04338722]
wealthier	[0.62749971]
surviving	[0.2616157]
mourned	[0.76137042]
idle	[0.45018233]
annual_event	[0.24301309]
poker	[0.52794211]
expansions	[0.3298577]
bost	[0.23894226]
global_market	[0.35755385]
russell_senate_office_building	[0.55604707]
playgrounds	[0.50632164]
baltimore	[0.06355235]
andre	[0.07756912]
typical	[0.21683848]
roscoe	[0.13028629]
ominous	[0.63992153]
prouder	[0.47339059]
chips	[0.13778781]
testify	[0.28923116]
classified	[0.14734202]
remain_competitive	[0.38361285]
vessel	[0.16596052]
pursuant_to_house_resolution	[0.06945571]
entertainers	[0.54548239]
tribute	[0.24623494]
unprovoked_attack	[0.5372409]
compass	[0.70497849]
seeds	[0.05156071]
team	[0.03872324]
spill	[0.19938088]
immunization	[0.25738383]
bipartisan_budget	[0.41029004]
immeasurably	[0.53823949]
fairfax_county_board_of_supervisors	[0.22557165]
link	[0.03137505]
risking	[0.28515774]
junk	[0.21762595]
national_organizations	[0.32983549]
pruitt	[0.51483664]
executive_action	[0.55458297]
accused	[0.28456867]
los_angeles_county	[0.22375152]
higher_standard	[0.92709438]
biological_sex	[0.34218717]
indomitable_spirit	[0.53375743]
fairtax	[0.13242244]
accelerator	[0.05270413]
president_barack_obama	[0.32188123]
gut_programs	[0.65862451]
correa	[0.41443452]
meaningful_change	[0.5468624]
assurance	[0.11814507]
couple_years	[0.4697942]
training_facility	[0.36587171]
southeast_asian	[0.30173593]
strategic	[0.04904204]
innumerable	[0.69640947]
surface_water	[0.13871491]
air_and_space	[0.08518261]
big_lie	[0.60769809]
united_states_armed_forces	[0.41093132]
designer	[0.19963573]
2494	[0.56635147]
robs	[0.5217663]
term_limits	[0.79237833]
le	[0.46334687]
sharing	[0.02282343]
au	[0.53072122]
fallen_heroes	[0.39219554]
warning_signs	[0.69615709]
provide_care	[0.39656696]
lawmakers	[0.43555953]
cry	[0.44249302]
liberate	[0.50463915]
puente	[0.20975929]
weighed	[0.61602471]
world_cup	[0.17421738]
resort	[0.10127792]
brought_home	[0.21173235]
stupid	[0.79755908]
predecessors	[0.78284796]
tomorrow	[0.2690781]
cosponsor	[0.1042689]
senate_proceed_to_executive_session	[0.07874923]
no_surprises_act	[0.34553865]
dick	[0.3871376]
fine_arts	[0.09763476]
selection_committee	[0.33090916]
kitchen_table	[0.66293931]
anniversaries	[0.31596869]
stay_open	[0.37422014]
develops	[0.02974726]
lifetime	[0.04187101]
grandfather	[0.11142069]
vasquez	[0.08673747]
innocent_lives	[0.65990855]
continue_fighting	[0.35764047]
barnes	[0.03026114]
products	[0.01376535]
casualty	[0.46958557]
times_leader	[0.25167612]
buddies	[0.6011491]
oil	[0.02500313]
adjacent	[0.04731435]
servicemen	[0.59615208]
absorbing	[0.40808953]
congressional_record_during_floor_consideration	[0.11178289]
trout	[0.06026066]
save_lives	[0.1572865]
harsh	[0.27961372]
conclusions	[0.48485761]
necessarily	[0.47554268]
simulator	[0.34057132]
mind	[0.10820599]
quirarte	[0.05323733]
working_relationships	[0.24007976]
government	[0.04083821]
screened	[0.41002173]
tule_river_tribe	[0.23583593]
basketball_team	[0.21938596]
birthdays	[0.69581334]
days_ahead	[0.91551683]
intends	[0.15610043]
border_and_immigration	[0.7032187]
peters	[0.18514137]
alcorn_state_university	[0.17853011]
rise_today_to_recognize	[0.03870189]
178	[0.42850509]
cheese	[0.15530366]
71	[0.06743886]
ffa	[0.02240431]
veterans_health_administration	[0.41755676]
unalienable_rights	[0.86042046]
undefeated_season	[0.59974614]
eastern_district	[0.3165966]
sexual_orientation	[0.35129625]
coachella	[0.16263613]
symphony	[0.3477696]
tribes	[0.0665524]
space_command	[0.33450995]
neurological	[0.21197259]
stamford	[0.34312462]
workers	[0.06932007]
san_jose	[0.14538724]
casual	[0.78832415]
bidenflation	[0.42785691]
rules_governing	[0.3120598]
harlem	[0.43202128]
margins	[0.34750406]
migrant_encounters	[0.66737593]
levine	[0.10913513]
area	[0.01994063]
israelis	[0.18458784]
engineered	[0.59876462]
goodbye	[0.56335074]
1st_special	[0.4716983]
widen	[0.60176714]
subset	[0.49565607]
grant_recipients	[0.71131056]
log	[0.45559252]
reflects	[0.11371854]
dewhirst	[0.19543758]
dani	[0.26961353]
congress	[0.22623212]
scenario	[0.43469001]
past_president	[0.04603726]
rulers	[0.68614393]
fulbright	[0.52299961]
observers	[0.45503418]
competence	[0.66187475]
kern_county	[0.11802457]
delisting	[0.34396468]
mckenna	[0.13216964]
migratory	[0.74147567]
national_deficit	[0.6578615]
helped_introduce	[0.65991031]
watches	[0.71603182]
exceptional_service	[0.04023486]
social_studies	[0.44842188]
golf	[0.05894816]
inspires	[0.17890051]
modification	[0.15978486]
historic_preservation	[0.13407619]
covid_crisis	[0.61013021]
cleaner_energy	[0.55190445]
contradicts	[0.36375839]
reclassified	[0.46417314]
clifford	[0.39343694]
biggers	[0.31817549]
michiganders	[0.71647421]
extra_mile	[0.48298178]
repealed	[0.64077852]
disapprove	[0.07390241]
advocate_for_small_business_capital_formation	[0.36594544]
weapons_programs	[0.45873934]
mcgovern	[0.35859404]
forging	[0.27651853]
347	[0.29068196]
institutions_of_higher_learning	[0.67039022]
dehumanizing	[0.65589449]
maga_republicans	[0.5847167]
rejection	[0.39439083]
broke	[0.12223536]
yale	[0.29014209]
acclaimed	[0.19933571]
nominated	[0.10089227]
protestors	[0.51347304]
understandable	[0.52831507]
napa	[0.06462892]
recipient	[0.01954835]
strict	[0.28960786]
heavier	[0.7482928]
usc	[0.21437819]
charitable	[0.03437184]
vile	[0.57633137]
fitting	[0.19204498]
straight	[0.27483184]
territory	[0.12904845]
early_learning	[0.16876353]
shrapnel	[0.77479188]
basing	[0.20804338]
proportions	[0.43137062]
unserved	[0.28523831]
dictionary	[0.75251894]
initiative	[0.03457121]
heartfelt_congratulations	[0.09299332]
interceptor	[0.21804896]
northeastern	[0.15321374]
ju	[0.23619653]
seven	[0.12059558]
state_and_foreign_operations	[0.14639224]
mitigate	[0.05906166]
always	[0.18382934]
85	[0.15333664]
symposium	[0.24042076]
clyde	[0.15302279]
slot	[0.48856427]
incredibly_important	[0.36228485]
3564	[0.13376405]
generational	[0.0958888]
sdp	[0.24763045]
presumption	[0.49721164]
considered_expired	[0.30328838]
backyard	[0.29394942]
betterment	[0.08112712]
james_thomas	[0.25254069]
archery	[0.1943476]
myriad	[0.07181463]
billion_dollars	[0.16533079]
ethiopian	[0.5152613]
managers	[0.03536629]
consumer_financial_protection_bureau	[0.05913637]
blank_check	[0.45920816]
allowing_states	[0.45852325]
waving	[0.85160702]
criminal_division	[0.14714736]
volumes	[0.50259395]
oil_spill	[0.523535]
iraq	[0.14744106]
52nd	[0.17273974]
apprehensions	[0.66244741]
surged	[0.56515469]
distinguished_flying_cross	[0.08365178]
unions	[0.28037988]
atmospheric_rivers	[0.26901462]
efficiency_standard	[0.30388811]
qatari	[0.3109312]
jericho	[0.35681533]
benefits	[0.02562941]
teaching	[0.02774556]
descendant	[0.4051435]
reliable	[0.0344526]
foster_youth	[0.07739882]
lip_service	[0.70250283]
1918	[0.2828967]
expedite	[0.09896807]
commonsense	[0.24548355]
chapter	[0.02090535]
mutually	[0.66954026]
mask	[0.35206179]
annihilation	[0.56834956]
expertise	[0.03101295]
sacred_responsibility	[0.86900756]
fogel	[0.26292791]
access_to_reproductive_care	[0.79708977]
interviews	[0.19392699]
arabella	[0.43534279]
emergency_spending	[0.51365784]
eddie	[0.30938632]
instruction	[0.14875397]
north_atlantic	[0.09383804]
national_environmental_policy_act	[0.1622728]
heinous	[0.27187774]
deadline	[0.30995064]
spotted_owl	[0.26993141]
gamble	[0.48301382]
okay	[0.51610143]
republican_budget	[0.77379503]
kaplan	[0.32865406]
immensely_proud	[0.64879563]
irish	[0.24418213]
fondly_remembered	[0.38704386]
public_law	[0.26150158]
116th_congress	[0.49480324]
arya	[0.62295918]
expressly	[0.35021054]
governmental	[0.14026736]
integrity	[0.0557519]
bipartisan_congressional_delegation	[0.29303183]
finalized	[0.2452376]
moody	[0.31093916]
voted_nay	[0.3837896]
requisite	[0.62236053]
strategic_plan	[0.14751761]
toy	[0.15861825]
committee_on_small_business	[0.21145825]
substantial_portion	[0.61149491]
emphasis	[0.07103866]
calories	[0.29626809]
fried	[0.80227241]
funding_structure	[0.05149803]
reimagine	[0.31869456]
spurious	[0.7072818]
community_service	[0.04271542]
disposition	[0.18134681]
liberia	[0.6358735]
psychiatrists	[0.76944679]
usual	[0.11805065]
increase	[0.02741015]
twist	[0.77050036]
staff_director	[0.15654045]
instructor	[0.06231426]
mother	[0.11991718]
practical	[0.21834416]
safe_haven	[0.18169328]
kauai	[0.60405861]
energy_supply	[0.47045239]
united_states_circuit_judge_for	[0.12753656]
mchenry	[0.23377214]
former	[0.05064044]
west_virginians	[0.33545358]
anniversary	[0.13722787]
lapses	[0.76952547]
papillion	[0.09389341]
lonnie	[0.18005263]
backdrop	[0.26713344]
pockets	[0.09816096]
142	[0.20628028]
babies_born	[0.77939807]
shots	[0.68997097]
condemn_antisemitism	[0.46159709]
chanting	[0.74077353]
aimed	[0.1572649]
exodus	[0.46441847]
fulcher	[0.06565311]
webber	[0.41357968]
gaza	[0.19289023]
philosophy	[0.11827994]
barbaric	[0.44683243]
rhode_islanders	[0.43297288]
kidding	[0.79765562]
docks	[0.45085731]
itself	[0.0560873]
complicity	[0.80099288]
perform_abortions	[0.46895229]
adjudication	[0.42097777]
poorer	[0.27379298]
cw5	[0.16593198]
university_college	[0.0548906]
inexcusable	[0.66428837]
secured	[0.08120059]
applaud	[0.05741516]
senior_center	[0.28275744]
concur	[0.33012552]
nationally_recognized	[0.12315639]
healthy_democracy	[0.70144369]
photovoltaic	[0.32433419]
god	[0.131374]
randomized	[0.38216121]
largest_producer	[0.05274823]
first	[0.06861964]
physical	[0.09186204]
delays_and_cancellations	[0.34494391]
affluent	[0.79102872]
litigants	[0.58885868]
wipe	[0.12584099]
feared	[0.56448769]
kavanaugh	[0.69178006]
state_laws	[0.69896524]
fatally_shot	[0.53953662]
grisham	[0.34584847]
academically	[0.37577192]
budget_proposal	[0.69101152]
illegal	[0.13594673]
confidently	[0.57856853]
obsequious	[0.85719372]
feel	[0.29138157]
violent_crime	[0.15736297]
conen	[0.62443963]
ally	[0.14804923]
national_guard	[0.04871662]
paterson	[0.22667781]
cuban_embassy	[0.66766611]
capped	[0.38425418]
important_provisions	[0.33846277]
small_arms	[0.45829764]
organizers	[0.42059088]
indefinite	[0.52820902]
define	[0.28020486]
patiently	[0.83204926]
partially	[0.24116281]
san_francisco	[0.05331952]
northwest	[0.03635601]
reproductive	[0.11524038]
started	[0.04933223]
women_seeking	[0.75530036]
easterseals	[0.18804225]
national_honor_society	[0.34120843]
concord	[0.21267695]
generates	[0.06558184]
confession	[0.86717996]
joint	[0.03803481]
avon_lake	[0.36533551]
economic_opportunity	[0.08617868]
niagara_movement	[0.74666793]
rural_pharmacies	[0.30266716]
k	[0.28166934]
unequal	[0.34078881]
northeast_corridor	[0.15503698]
installment	[0.06082829]
moral_equivalency	[0.80665628]
peaceful	[0.28217736]
ordinary_americans	[0.74339898]
symbols	[0.69129966]
leo	[0.16011139]
ship	[0.05229368]
clearest	[0.86282654]
iron_dome	[0.21645147]
agribusiness	[0.0622986]
else	[0.39769768]
gutierrez	[0.42251621]
flush	[0.31837147]
satellite	[0.06450006]
vernetta	[0.10716615]
ranking_member	[0.02329917]
singular	[0.57677845]
features	[0.12173932]
leads	[0.03823708]
forecasts	[0.36286633]
synthetic_opioid	[0.46398119]
hanford	[0.15160793]
reappointment	[0.0843693]
someday	[0.26037805]
law_enforcement_agency	[0.21410708]
lord	[0.24926008]
rochelle	[0.66288608]
mom	[0.22899697]
public	[0.02596078]
appropriation_bills	[0.27542027]
wealthy_taxpayers	[0.67047494]
interagency_working_group	[0.30411222]
boundary	[0.34637293]
kappa	[0.23714524]
access_to_head_start	[0.50412415]
began	[0.03944504]
fold	[0.65789301]
bobbi_joins	[0.29794424]
riots	[0.29020943]
braces	[0.50926999]
nonpolitical	[0.32899876]
tulane	[0.3649365]
fragility	[0.64634842]
nail	[0.56516133]
preterm_birth	[0.26285187]
1640	[0.11254574]
principals	[0.20018857]
details	[0.20382236]
maria_corina	[0.52658139]
rutgers_university	[0.13099628]
immoral	[0.35703683]
fond_memories	[0.60193001]
raging	[0.35844582]
annual_deficits	[0.91959672]
debatable	[0.13486275]
sugar	[0.10389874]
passport	[0.20234593]
biased	[0.51822154]
magnolia	[0.0527352]
craig	[0.0656151]
womack	[0.06554899]
degrade	[0.2203213]
jen	[0.26018224]
graders	[0.48351343]
admission	[0.24021394]
